JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Audit Associate,Finance and Business,£20000,London,"['Regulatory Compliance', 'Excel', 'Financial Reporting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Corporate Finance Analyst,Finance and Business,£27000,Birmingham,"['Financial Modeling', 'Reporting', 'Risk Assessment']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Product Designer,Marketing and Creative,£21000,London,"['Digital Marketing', 'Google Analytics', 'User Research']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Marketing Executive,Marketing and Creative,£30000,Nottingham,"['Brand Strategy', 'Campaign Management', 'User Research']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Engineering Graduate,Engineering and Science,£30000,Liverpool,"['Engineering Design', 'Project Management Software', 'Mechanical Design']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Logistics Coordinator,Administrative,£25000,Leeds,"['Performance Appraisal Systems', 'Employee Relations', 'Talent Acquisition']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Management Consultant,Administrative,£20000,London,"['Training and Development', 'Onboarding', 'Leadership']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Research Scientist,Engineering and Science,£28000,London,"['Finite Element Analysis', 'Lab Techniques', 'Technical Writing']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Public Relations Officer,Marketing and Creative,£28000,Bristol,"['Graphic Design', 'Content Creation', 'SEO Optimisation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Business Development Executive,Finance and Business,£32000,Liverpool,"['Excel', 'Analytical Skills', 'Budgeting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Human Resources Assistant,Administrative,£28000,Manchester,"['Performance Appraisal Systems', 'Onboarding', 'Compliance Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Audit Associate,Finance and Business,£28000,Sheffield,"['Market Research', 'Reporting', 'Financial Reporting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Software Developer,Technology and Data,£23000,Newcastle,"['Problem Solving', 'Data Analysis', 'Data Visualisation']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Web Developer,Technology and Data,£22000,Manchester,"['Machine Learning', 'Data Analysis', 'Python Programming']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Nurse,Administrative,£33000,London,"['Organisational Skills', 'Office Management', 'HR Information Systems']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Product Designer,Marketing and Creative,£25000,Birmingham,"['Analytics', 'Google Analytics', 'SEO Optimisation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Audit Associate,Finance and Business,£34000,Nottingham,"['Financial Forecasting', 'Financial Modeling', 'Regulatory Compliance']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Teacher,Administrative,£26000,Birmingham,"['Training and Development', 'Performance Appraisal Systems', 'Leadership']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Mechanical Engineer,Engineering and Science,£22000,London,"['Regulatory Compliance', 'Statistical Analysis', 'Lab Techniques']","Design machinery and equipment, and troubleshoot engineering issues."
Engineering Graduate,Engineering and Science,£29000,Liverpool,"['Problem Solving', 'Statistical Analysis', 'Lab Techniques']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Legal Assistant,Administrative,£30000,Leeds,"['Communication', 'Performance Appraisal Systems', 'Payroll Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Recruitment Consultant,Administrative,£27000,Sheffield,"['Onboarding', 'Training and Development', 'Performance Appraisal Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Event Coordinator,Marketing and Creative,£26000,Birmingham,"['SEO Optimisation', 'Adobe Creative Suite', 'Graphic Design']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Electrical Engineer,Engineering and Science,£25000,Bristol,"['Technical Writing', 'Data Analysis', 'Statistical Analysis']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Mechanical Engineer,Engineering and Science,£34000,Nottingham,"['Statistical Analysis', 'Mechanical Design', 'Technical Writing']","Design machinery and equipment, and troubleshoot engineering issues."
Engineering Graduate,Engineering and Science,£24000,London,"['Problem Solving', 'Lab Techniques', 'Engineering Design']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Financial Analyst,Finance and Business,£33000,London,"['Regulatory Compliance', 'Business Strategy', 'Risk Assessment']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Recruitment Consultant,Administrative,£22000,Bristol,"['Performance Appraisal Systems', 'Compliance Management', 'Office Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Customer Service Manager,Administrative,£32000,Nottingham,"['Talent Acquisition', 'Onboarding', 'Recruitment']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Teacher,Administrative,£23000,Newcastle,"['Compliance Management', 'Conflict Resolution', 'Employee Relations']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Technical Support Engineer,Technology and Data,£26000,Cambridge,"['Cloud Computing', 'Data Analysis', 'Big Data Technologies']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Engineering Graduate,Engineering and Science,£35000,Nottingham,"['Research Methodology', 'Product Development', 'Regulatory Compliance']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Systems Analyst,Technology and Data,£33000,Birmingham,"['Data Warehousing', 'JavaScript', 'Data Visualisation']",Evaluate and improve computer systems to enhance efficiency.
Mechanical Engineer,Engineering and Science,£28000,London,"['Product Development', 'Engineering Design', 'Prototyping']","Design machinery and equipment, and troubleshoot engineering issues."
Logistics Coordinator,Administrative,£25000,Cambridge,"['Conflict Resolution', 'Payroll Management', 'Employee Relations']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Nurse,Administrative,£34000,London,"['Recruitment', 'Onboarding', 'Client Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Engineering Graduate,Engineering and Science,£25000,Newcastle,"['Data Analysis', 'Product Development', 'CAD Software']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Technical Support Engineer,Technology and Data,£28000,London,"['SQL', 'Data Warehousing', 'Cloud Computing']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Operations Manager,Finance and Business,£25000,Cambridge,"['Excel', 'Business Strategy', 'Analytical Skills']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
IT Support Specialist,Technology and Data,£20000,Bristol,"['APIs', 'Machine Learning', 'Big Data Technologies']",You will have to provide technical support and troubleshooting for hardware and software issues.
Recruitment Consultant,Administrative,£29000,London,"['HR Information Systems', 'Client Management', 'Compliance Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Product Designer,Marketing and Creative,£21000,Nottingham,"['Google Analytics', 'Adobe Creative Suite', 'Content Creation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Financial Analyst,Finance and Business,£25000,Nottingham,"['Analytical Skills', 'Market Research', 'Bookkeeping']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Research Scientist,Engineering and Science,£27000,London,"['Data Analysis', 'Lab Techniques', 'Mechanical Design']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Software Developer,Technology and Data,£29000,Bristol,"['Cloud Computing', 'SQL', 'ETL']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Teacher,Administrative,£25000,London,"['Talent Acquisition', 'Employee Relations', 'Performance Appraisal Systems']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
IT Support Specialist,Technology and Data,£24000,Sheffield,"['Data Analysis', 'Machine Learning', 'JavaScript']",You will have to provide technical support and troubleshooting for hardware and software issues.
Pharmaceutical Sales Representative,Engineering and Science,£34000,Manchester,"['Project Management Software', 'Problem Solving', 'Statistical Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Research Scientist,Engineering and Science,£34000,Manchester,"['Project Management Software', 'Data Analysis', 'CAD Software']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Investment Banking Analyst,Finance and Business,£34000,Nottingham,"['Bookkeeping', 'Analytical Skills', 'Market Research']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Logistics Coordinator,Administrative,£30000,Birmingham,"['Onboarding', 'Compliance Management', 'Communication']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Research Scientist,Engineering and Science,£32000,Newcastle,"['Mechanical Design', 'Simulation Software', 'Regulatory Compliance']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Electrical Engineer,Engineering and Science,£32000,Manchester,"['Data Analysis', 'Statistical Analysis', 'Engineering Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Marketing Executive,Marketing and Creative,£27000,Leeds,"['Brand Strategy', 'Campaign Management', 'Content Creation']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Public Relations Officer,Marketing and Creative,£21000,Sheffield,"['Google Analytics', 'Graphic Design', 'Content Creation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Business Analyst,Finance and Business,£33000,Liverpool,"['Quantitative Analysis', 'Risk Assessment', 'Regulatory Compliance']",Identify business needs and develop solutions to enhance processes and operations.
Management Consultant,Administrative,£25000,Liverpool,"['Leadership', 'Training and Development', 'Recruitment']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Nurse,Administrative,£22000,Sheffield,"['Talent Acquisition', 'Payroll Management', 'Leadership']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Insurance Underwriter,Administrative,£28000,Birmingham,"['Training and Development', 'Compliance Management', 'Payroll Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Software Developer,Technology and Data,£32000,Liverpool,"['JavaScript', 'Docker', 'Big Data Technologies']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Pharmaceutical Sales Representative,Engineering and Science,£32000,Manchester,"['Product Development', 'Lab Techniques', 'Project Management Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Research Scientist,Engineering and Science,£24000,London,"['Mechanical Design', 'Project Management Software', 'Regulatory Compliance']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Mechanical Engineer,Engineering and Science,£28000,Newcastle,"['Mechanical Design', 'Technical Writing', 'Simulation Software']","Design machinery and equipment, and troubleshoot engineering issues."
Marketing Executive,Marketing and Creative,£26000,Birmingham,"['Campaign Management', 'Market Research', 'Analytics']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Business Analyst,Finance and Business,£24000,Newcastle,"['Financial Modeling', 'Analytical Skills', 'Regulatory Compliance']",Identify business needs and develop solutions to enhance processes and operations.
Health and Safety Advisor,Engineering and Science,£28000,London,"['CAD Software', 'Research Methodology', 'Problem Solving']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Operations Manager,Finance and Business,£26000,Newcastle,"['Project Management', 'Financial Modeling', 'Excel']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Recruitment Consultant,Administrative,£20000,London,"['Office Management', 'HR Information Systems', 'Leadership']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
IT Support Specialist,Technology and Data,£23000,Cambridge,"['Machine Learning', 'Django', 'JavaScript']",You will have to provide technical support and troubleshooting for hardware and software issues.
Health and Safety Advisor,Engineering and Science,£25000,Birmingham,"['Project Management Software', 'Data Analysis', 'Technical Writing']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Web Developer,Technology and Data,£27000,Manchester,"['Problem Solving', 'ETL', 'Python Programming']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Social Media Manager,Marketing and Creative,£28000,Leeds,"['Adobe Creative Suite', 'Campaign Management', 'Brand Strategy']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Operations Manager,Finance and Business,£32000,Birmingham,"['Bookkeeping', 'Budgeting', 'Analytical Skills']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Nurse,Administrative,£28000,Manchester,"['Training and Development', 'Communication', 'Employee Relations']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Risk Analyst,Finance and Business,£31000,Nottingham,"['Bookkeeping', 'Financial Analysis', 'Analytical Skills']",You must be able to identify and assess potential risks to the organisation.
Customer Service Manager,Administrative,£25000,Birmingham,"['Organisational Skills', 'Communication', 'HR Information Systems']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Social Media Manager,Marketing and Creative,£33000,Birmingham,"['SEO Optimisation', 'Email Marketing', 'Analytics']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Technical Support Engineer,Technology and Data,£30000,Cambridge,"['Python Programming', 'Data Analysis', 'ETL']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Sales Executive,Marketing and Creative,£35000,Nottingham,"['Email Marketing', 'Content Management Systems', 'SEO Optimisation']",Must be able to develop and execute sales strategies to meet business objectives.
Data Scientist,Technology and Data,£22000,Cambridge,"['Big Data Technologies', 'Data Analysis', 'Django']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Operations Manager,Finance and Business,£33000,Liverpool,"['Financial Modeling', 'Budgeting', 'Financial Reporting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Operations Manager,Finance and Business,£27000,Nottingham,"['Excel', 'Risk Assessment', 'Analytical Skills']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Technical Support Engineer,Technology and Data,£25000,Sheffield,"['Data Warehousing', 'Cloud Computing', 'Python Programming']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Management Consultant,Administrative,£27000,Leeds,"['Performance Appraisal Systems', 'Office Management', 'Employee Relations']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Graphic Designer,Marketing and Creative,£30000,Nottingham,"['Digital Marketing', 'PPC Advertising', 'Adobe Creative Suite']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
IT Support Specialist,Technology and Data,£24000,London,"['Machine Learning', 'Version Control', 'Docker']",You will have to provide technical support and troubleshooting for hardware and software issues.
Product Designer,Marketing and Creative,£32000,Nottingham,"['Social Media Marketing', 'Campaign Management', 'Adobe Creative Suite']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Nurse,Administrative,£26000,Liverpool,"['Leadership', 'Communication', 'Payroll Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Customer Service Manager,Administrative,£27000,Manchester,"['Onboarding', 'Organisational Skills', 'Conflict Resolution']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Nurse,Administrative,£32000,Bristol,"['Recruitment', 'Employee Relations', 'Organisational Skills']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Investment Banking Analyst,Finance and Business,£30000,Bristol,"['Project Management', 'Excel', 'Regulatory Compliance']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Risk Analyst,Finance and Business,£28000,Manchester,"['Bookkeeping', 'Budgeting', 'Financial Reporting']",You must be able to identify and assess potential risks to the organisation.
Product Designer,Marketing and Creative,£31000,London,"['Content Creation', 'PPC Advertising', 'Content Management Systems']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Data Scientist,Technology and Data,£23000,Manchester,"['Cloud Computing', 'ETL', 'JavaScript']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Graphic Designer,Marketing and Creative,£35000,Birmingham,"['Email Marketing', 'Social Media Marketing', 'Content Management Systems']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Technical Support Engineer,Technology and Data,£26000,Newcastle,"['APIs', 'Data Warehousing', 'ETL']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Recruitment Consultant,Administrative,£24000,Newcastle,"['Leadership', 'Employee Relations', 'Communication']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Technical Support Engineer,Technology and Data,£28000,Birmingham,"['Big Data Technologies', 'Data Visualisation', 'Django']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Recruitment Consultant,Administrative,£21000,Manchester,"['Training and Development', 'Recruitment', 'Performance Appraisal Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Teacher,Administrative,£25000,Bristol,"['HR Information Systems', 'Client Management', 'Onboarding']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Business Development Executive,Finance and Business,£24000,Newcastle,"['Financial Modeling', 'Regulatory Compliance', 'Analytical Skills']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Corporate Finance Analyst,Finance and Business,£20000,London,"['Budgeting', 'Market Research', 'Quantitative Analysis']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Financial Analyst,Finance and Business,£29000,Birmingham,"['Project Management', 'Financial Reporting', 'Business Strategy']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Logistics Coordinator,Administrative,£30000,Leeds,"['Compliance Management', 'Recruitment', 'Training and Development']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Quantity Surveyor,Engineering and Science,£33000,Bristol,"['Problem Solving', 'Mechanical Design', 'Statistical Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Digital Marketing Specialist,Marketing and Creative,£34000,Sheffield,"['Market Research', 'Campaign Management', 'Content Creation']","Implement digital marketing strategies, including SEO, PPC, and social media."
Data Scientist,Technology and Data,£28000,Newcastle,"['Data Visualisation', 'Data Analysis', 'Problem Solving']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
IT Support Specialist,Technology and Data,£26000,Liverpool,"['Machine Learning', 'Data Warehousing', 'Version Control']",You will have to provide technical support and troubleshooting for hardware and software issues.
Event Coordinator,Marketing and Creative,£22000,London,"['Market Research', 'Analytics', 'User Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Mechanical Engineer,Engineering and Science,£33000,Leeds,"['CAD Software', 'Research Methodology', 'Prototyping']","Design machinery and equipment, and troubleshoot engineering issues."
Quantity Surveyor,Engineering and Science,£25000,Leeds,"['Mechanical Design', 'Simulation Software', 'Project Management Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Investment Banking Analyst,Finance and Business,£27000,Nottingham,"['Financial Analysis', 'Business Strategy', 'Financial Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Marketing Executive,Marketing and Creative,£24000,Birmingham,"['Campaign Management', 'Analytics', 'SEO Optimisation']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Quantity Surveyor,Engineering and Science,£24000,Bristol,"['Mechanical Design', 'Statistical Analysis', 'Simulation Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Human Resources Assistant,Administrative,£28000,London,"['Compliance Management', 'Conflict Resolution', 'Leadership']","Support HR functions including recruitment, employee relations, and record-keeping."
IT Support Specialist,Technology and Data,£32000,Newcastle,"['Data Analysis', 'Python Programming', 'JavaScript']",You will have to provide technical support and troubleshooting for hardware and software issues.
Health and Safety Advisor,Engineering and Science,£25000,London,"['Mechanical Design', 'Research Methodology', 'Data Analysis']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Business Analyst,Finance and Business,£24000,Nottingham,"['Bookkeeping', 'Financial Analysis', 'Business Strategy']",Identify business needs and develop solutions to enhance processes and operations.
Pharmaceutical Sales Representative,Engineering and Science,£32000,Cambridge,"['Product Development', 'Lab Techniques', 'Problem Solving']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Marketing Executive,Marketing and Creative,£26000,Newcastle,"['Market Research', 'SEO Optimisation', 'Google Analytics']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Technical Support Engineer,Technology and Data,£32000,Sheffield,"['Docker', 'Python Programming', 'Problem Solving']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Business Analyst,Finance and Business,£23000,London,"['Bookkeeping', 'Analytical Skills', 'Excel']",Identify business needs and develop solutions to enhance processes and operations.
Risk Analyst,Finance and Business,£24000,Birmingham,"['Financial Forecasting', 'Financial Reporting', 'Project Management']",You must be able to identify and assess potential risks to the organisation.
Teacher,Administrative,£31000,Liverpool,"['Client Management', 'Organisational Skills', 'Conflict Resolution']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Data Analyst,Technology and Data,£29000,Newcastle,"['Python Programming', 'Machine Learning', 'Version Control']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Supply Chain Analyst,Finance and Business,£25000,Manchester,"['Financial Reporting', 'Financial Analysis', 'Financial Modeling']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Human Resources Assistant,Administrative,£31000,Leeds,"['Recruitment', 'Office Management', 'Performance Appraisal Systems']","Support HR functions including recruitment, employee relations, and record-keeping."
Data Scientist,Technology and Data,£24000,Bristol,"['Django', 'Data Visualisation', 'JavaScript']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Corporate Finance Analyst,Finance and Business,£22000,Manchester,"['Financial Analysis', 'Risk Assessment', 'Budgeting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Human Resources Assistant,Administrative,£27000,Newcastle,"['Payroll Management', 'HR Information Systems', 'Talent Acquisition']","Support HR functions including recruitment, employee relations, and record-keeping."
Systems Analyst,Technology and Data,£30000,Newcastle,"['Machine Learning', 'Data Analysis', 'Docker']",Evaluate and improve computer systems to enhance efficiency.
Legal Assistant,Administrative,£31000,Cambridge,"['Payroll Management', 'Training and Development', 'Client Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Biomedical Scientist,Engineering and Science,£20000,Nottingham,"['Problem Solving', 'Research Methodology', 'Product Development']",Conduct research and analyse biological samples to support medical and clinical studies.
Event Coordinator,Marketing and Creative,£29000,Liverpool,"['Analytics', 'Campaign Management', 'Google Analytics']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Recruitment Consultant,Administrative,£34000,Bristol,"['Training and Development', 'Client Management', 'Organisational Skills']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Pharmaceutical Sales Representative,Engineering and Science,£24000,Bristol,"['Engineering Design', 'Product Development', 'Simulation Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Risk Analyst,Finance and Business,£29000,Birmingham,"['Analytical Skills', 'Financial Modeling', 'Regulatory Compliance']",You must be able to identify and assess potential risks to the organisation.
Marketing Executive,Marketing and Creative,£25000,Cambridge,"['Email Marketing', 'Content Management Systems', 'PPC Advertising']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Quantity Surveyor,Engineering and Science,£24000,Bristol,"['Project Management Software', 'Engineering Design', 'Prototyping']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Supply Chain Analyst,Finance and Business,£29000,Manchester,"['Financial Analysis', 'Reporting', 'Regulatory Compliance']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Data Analyst,Technology and Data,£29000,Nottingham,"['Data Warehousing', 'Big Data Technologies', 'Problem Solving']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Civil Engineer,Engineering and Science,£24000,Sheffield,"['Regulatory Compliance', 'Product Development', 'Data Analysis']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Management Consultant,Administrative,£35000,Manchester,"['Employee Relations', 'HR Information Systems', 'Organisational Skills']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Civil Engineer,Engineering and Science,£22000,London,"['Simulation Software', 'Mechanical Design', 'Prototyping']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Civil Engineer,Engineering and Science,£26000,Leeds,"['Technical Writing', 'Project Management Software', 'Engineering Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Legal Assistant,Administrative,£35000,Bristol,"['Leadership', 'Compliance Management', 'Employee Relations']",Provide administrative support to legal teams and assist with legal research and document preparation
IT Support Specialist,Technology and Data,£22000,Nottingham,"['ETL', 'Problem Solving', 'Data Warehousing']",You will have to provide technical support and troubleshooting for hardware and software issues.
Data Analyst,Technology and Data,£27000,Sheffield,"['Machine Learning', 'Django', 'Data Visualisation']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Biomedical Scientist,Engineering and Science,£30000,Manchester,"['CAD Software', 'Prototyping', 'Technical Writing']",Conduct research and analyse biological samples to support medical and clinical studies.
Systems Analyst,Technology and Data,£30000,Liverpool,"['Problem Solving', 'Big Data Technologies', 'Docker']",Evaluate and improve computer systems to enhance efficiency.
Event Coordinator,Marketing and Creative,£27000,Manchester,"['Google Analytics', 'Analytics', 'Content Creation']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Marketing Executive,Marketing and Creative,£21000,Newcastle,"['Content Creation', 'PPC Advertising', 'Email Marketing']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Customer Service Manager,Administrative,£29000,Nottingham,"['Communication', 'Conflict Resolution', 'HR Information Systems']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Technical Support Engineer,Technology and Data,£33000,Leeds,"['SQL', 'Machine Learning', 'Data Visualisation']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Marketing Executive,Marketing and Creative,£32000,Newcastle,"['Adobe Creative Suite', 'PPC Advertising', 'Content Management Systems']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Customer Service Manager,Administrative,£23000,Bristol,"['Employee Relations', 'Compliance Management', 'Office Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Business Development Executive,Finance and Business,£25000,Cambridge,"['Financial Reporting', 'Excel', 'Project Management']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Human Resources Assistant,Administrative,£23000,Liverpool,"['Organisational Skills', 'Office Management', 'Leadership']","Support HR functions including recruitment, employee relations, and record-keeping."
Insurance Underwriter,Administrative,£31000,Leeds,"['Employee Relations', 'Payroll Management', 'Talent Acquisition']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
