JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Business Development Executive,Finance and Business,£29000,Nottingham,"['Financial Reporting', 'Financial Modeling', 'Analytical Skills']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Nurse,Administrative,£26000,Nottingham,"['Employee Relations', 'Organisational Skills', 'Office Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Legal Assistant,Administrative,£24000,Liverpool,"['Employee Relations', 'Leadership', 'Compliance Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Quantity Surveyor,Engineering and Science,£25000,Newcastle,"['Engineering Design', 'Statistical Analysis', 'CAD Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Engineering Graduate,Engineering and Science,£29000,Sheffield,"['Statistical Analysis', 'Lab Techniques', 'Project Management Software']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Data Analyst,Technology and Data,£28000,Leeds,"['JavaScript', 'Cloud Computing', 'Version Control']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Research Scientist,Engineering and Science,£27000,Liverpool,"['Lab Techniques', 'Problem Solving', 'Regulatory Compliance']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Sales Executive,Marketing and Creative,£32000,Birmingham,"['Market Research', 'Digital Marketing', 'User Research']",Must be able to develop and execute sales strategies to meet business objectives.
Pharmaceutical Sales Representative,Engineering and Science,£31000,Liverpool,"['Statistical Analysis', 'CAD Software', 'Prototyping']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Customer Service Manager,Administrative,£29000,Leeds,"['Organisational Skills', 'Recruitment', 'Talent Acquisition']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Nurse,Administrative,£31000,Nottingham,"['Conflict Resolution', 'Leadership', 'Talent Acquisition']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Investment Banking Analyst,Finance and Business,£30000,London,"['Reporting', 'Market Research', 'Business Strategy']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Customer Service Manager,Administrative,£23000,Sheffield,"['Onboarding', 'Payroll Management', 'HR Information Systems']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Engineering Graduate,Engineering and Science,£29000,Cambridge,"['Engineering Design', 'CAD Software', 'Technical Writing']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Marketing Executive,Marketing and Creative,£27000,London,"['Brand Strategy', 'Social Media Marketing', 'Graphic Design']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Sales Executive,Marketing and Creative,£34000,Manchester,"['PPC Advertising', 'Market Research', 'SEO Optimisation']",Must be able to develop and execute sales strategies to meet business objectives.
Management Consultant,Administrative,£20000,Leeds,"['Client Management', 'Performance Appraisal Systems', 'Onboarding']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Insurance Underwriter,Administrative,£21000,Liverpool,"['Leadership', 'Payroll Management', 'Employee Relations']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Management Consultant,Administrative,£31000,Manchester,"['Recruitment', 'Leadership', 'Talent Acquisition']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
IT Support Specialist,Technology and Data,£21000,Bristol,"['ETL', 'Machine Learning', 'Cloud Computing']",You will have to provide technical support and troubleshooting for hardware and software issues.
Electrical Engineer,Engineering and Science,£25000,Manchester,"['Data Analysis', 'Research Methodology', 'Engineering Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Mechanical Engineer,Engineering and Science,£25000,London,"['Regulatory Compliance', 'Data Analysis', 'Engineering Design']","Design machinery and equipment, and troubleshoot engineering issues."
Event Coordinator,Marketing and Creative,£34000,Newcastle,"['Content Creation', 'Google Analytics', 'Social Media Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Civil Engineer,Engineering and Science,£25000,Newcastle,"['Lab Techniques', 'Prototyping', 'Mechanical Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Human Resources Assistant,Administrative,£28000,Newcastle,"['Communication', 'Training and Development', 'Employee Relations']","Support HR functions including recruitment, employee relations, and record-keeping."
Event Coordinator,Marketing and Creative,£32000,Cambridge,"['PPC Advertising', 'Content Management Systems', 'Email Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Software Developer,Technology and Data,£33000,London,"['Python Programming', 'APIs', 'Django']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Data Analyst,Technology and Data,£29000,Leeds,"['Data Visualisation', 'Python Programming', 'Cloud Computing']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Operations Manager,Finance and Business,£26000,Manchester,"['Business Strategy', 'Financial Modeling', 'Risk Assessment']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
UI Designer,Technology and Data,£33000,Leeds,"['Version Control', 'JavaScript', 'Data Visualisation']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Graphic Designer,Marketing and Creative,£29000,Cambridge,"['Digital Marketing', 'PPC Advertising', 'User Research']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Business Analyst,Finance and Business,£31000,Cambridge,"['Bookkeeping', 'Financial Forecasting', 'Excel']",Identify business needs and develop solutions to enhance processes and operations.
Teacher,Administrative,£33000,Nottingham,"['Recruitment', 'Talent Acquisition', 'Performance Appraisal Systems']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Business Analyst,Finance and Business,£34000,Manchester,"['Analytical Skills', 'Risk Assessment', 'Project Management']",Identify business needs and develop solutions to enhance processes and operations.
Mechanical Engineer,Engineering and Science,£21000,Bristol,"['Product Development', 'Finite Element Analysis', 'Statistical Analysis']","Design machinery and equipment, and troubleshoot engineering issues."
Electrical Engineer,Engineering and Science,£28000,Liverpool,"['Finite Element Analysis', 'Regulatory Compliance', 'CAD Software']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Business Analyst,Finance and Business,£30000,Manchester,"['Business Strategy', 'Regulatory Compliance', 'Budgeting']",Identify business needs and develop solutions to enhance processes and operations.
Customer Service Manager,Administrative,£31000,Liverpool,"['Performance Appraisal Systems', 'Client Management', 'Compliance Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Mechanical Engineer,Engineering and Science,£35000,Leeds,"['Project Management Software', 'Engineering Design', 'Mechanical Design']","Design machinery and equipment, and troubleshoot engineering issues."
Systems Analyst,Technology and Data,£22000,Nottingham,"['Python Programming', 'Cloud Computing', 'Big Data Technologies']",Evaluate and improve computer systems to enhance efficiency.
Pharmaceutical Sales Representative,Engineering and Science,£34000,Sheffield,"['Mechanical Design', 'Product Development', 'Problem Solving']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Electrical Engineer,Engineering and Science,£30000,Bristol,"['Engineering Design', 'Finite Element Analysis', 'Regulatory Compliance']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Civil Engineer,Engineering and Science,£32000,Nottingham,"['Finite Element Analysis', 'Mechanical Design', 'Engineering Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Financial Analyst,Finance and Business,£30000,Bristol,"['Financial Forecasting', 'Quantitative Analysis', 'Risk Assessment']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
UI Designer,Technology and Data,£26000,Liverpool,"['Machine Learning', 'Version Control', 'Data Visualisation']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Engineering Graduate,Engineering and Science,£33000,Cambridge,"['Project Management Software', 'Regulatory Compliance', 'Statistical Analysis']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Business Development Executive,Finance and Business,£30000,Leeds,"['Financial Forecasting', 'Business Strategy', 'Budgeting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Data Analyst,Technology and Data,£32000,Leeds,"['JavaScript', 'Data Warehousing', 'SQL']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Recruitment Consultant,Administrative,£29000,Birmingham,"['Employee Relations', 'Communication', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Operations Manager,Finance and Business,£26000,Manchester,"['Bookkeeping', 'Financial Analysis', 'Financial Reporting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
IT Support Specialist,Technology and Data,£29000,Cambridge,"['Python Programming', 'Data Warehousing', 'JavaScript']",You will have to provide technical support and troubleshooting for hardware and software issues.
Sales Executive,Marketing and Creative,£22000,Birmingham,"['PPC Advertising', 'Analytics', 'Digital Marketing']",Must be able to develop and execute sales strategies to meet business objectives.
Event Coordinator,Marketing and Creative,£28000,Nottingham,"['Brand Strategy', 'Social Media Marketing', 'SEO Optimisation']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Operations Manager,Finance and Business,£22000,Leeds,"['Risk Assessment', 'Reporting', 'Excel']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Business Development Executive,Finance and Business,£23000,Birmingham,"['Financial Analysis', 'Financial Reporting', 'Risk Assessment']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Marketing Executive,Marketing and Creative,£32000,Cambridge,"['Google Analytics', 'Content Management Systems', 'Digital Marketing']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Social Media Manager,Marketing and Creative,£26000,London,"['Graphic Design', 'Brand Strategy', 'PPC Advertising']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Product Designer,Marketing and Creative,£34000,Nottingham,"['PPC Advertising', 'Brand Strategy', 'Email Marketing']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Insurance Underwriter,Administrative,£23000,London,"['Training and Development', 'Office Management', 'Compliance Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Risk Analyst,Finance and Business,£22000,Bristol,"['Analytical Skills', 'Quantitative Analysis', 'Market Research']",You must be able to identify and assess potential risks to the organisation.
Product Designer,Marketing and Creative,£21000,Birmingham,"['Digital Marketing', 'Google Analytics', 'User Research']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Social Media Manager,Marketing and Creative,£24000,Leeds,"['SEO Optimisation', 'Analytics', 'Content Creation']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Insurance Underwriter,Administrative,£27000,Cambridge,"['Performance Appraisal Systems', 'Compliance Management', 'Organisational Skills']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Electrical Engineer,Engineering and Science,£35000,Birmingham,"['Prototyping', 'Mechanical Design', 'Research Methodology']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Health and Safety Advisor,Engineering and Science,£24000,Newcastle,"['Statistical Analysis', 'Problem Solving', 'Product Development']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Public Relations Officer,Marketing and Creative,£26000,Newcastle,"['SEO Optimisation', 'Social Media Marketing', 'Digital Marketing']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Civil Engineer,Engineering and Science,£34000,Manchester,"['Project Management Software', 'Statistical Analysis', 'Research Methodology']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Social Media Manager,Marketing and Creative,£21000,Newcastle,"['User Research', 'Email Marketing', 'Campaign Management']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Civil Engineer,Engineering and Science,£26000,London,"['Data Analysis', 'Problem Solving', 'Technical Writing']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Product Designer,Marketing and Creative,£35000,Cambridge,"['SEO Optimisation', 'Google Analytics', 'Email Marketing']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Business Analyst,Finance and Business,£22000,Cambridge,"['Bookkeeping', 'Analytical Skills', 'Financial Forecasting']",Identify business needs and develop solutions to enhance processes and operations.
Sales Executive,Marketing and Creative,£32000,Liverpool,"['Content Management Systems', 'User Research', 'Email Marketing']",Must be able to develop and execute sales strategies to meet business objectives.
Risk Analyst,Finance and Business,£33000,Birmingham,"['Quantitative Analysis', 'Project Management', 'Business Strategy']",You must be able to identify and assess potential risks to the organisation.
UI Designer,Technology and Data,£25000,Bristol,"['SQL', 'Docker', 'Data Visualisation']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Insurance Underwriter,Administrative,£22000,Manchester,"['Office Management', 'Conflict Resolution', 'HR Information Systems']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Legal Assistant,Administrative,£22000,Newcastle,"['Organisational Skills', 'Recruitment', 'Talent Acquisition']",Provide administrative support to legal teams and assist with legal research and document preparation
Mechanical Engineer,Engineering and Science,£23000,Nottingham,"['Lab Techniques', 'Project Management Software', 'Engineering Design']","Design machinery and equipment, and troubleshoot engineering issues."
Quantity Surveyor,Engineering and Science,£28000,Manchester,"['Prototyping', 'Technical Writing', 'Research Methodology']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Supply Chain Analyst,Finance and Business,£22000,Newcastle,"['Analytical Skills', 'Quantitative Analysis', 'Market Research']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Nurse,Administrative,£34000,Liverpool,"['Conflict Resolution', 'Training and Development', 'Compliance Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Supply Chain Analyst,Finance and Business,£30000,Leeds,"['Reporting', 'Financial Forecasting', 'Financial Modeling']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Legal Assistant,Administrative,£33000,Bristol,"['Training and Development', 'Conflict Resolution', 'HR Information Systems']",Provide administrative support to legal teams and assist with legal research and document preparation
Management Consultant,Administrative,£21000,Birmingham,"['Onboarding', 'Organisational Skills', 'Recruitment']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Management Consultant,Administrative,£31000,Sheffield,"['Employee Relations', 'Office Management', 'Compliance Management']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Content Writer,Marketing and Creative,£26000,Birmingham,"['Adobe Creative Suite', 'Brand Strategy', 'Graphic Design']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Pharmaceutical Sales Representative,Engineering and Science,£21000,Cambridge,"['Problem Solving', 'Finite Element Analysis', 'Research Methodology']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Public Relations Officer,Marketing and Creative,£21000,Bristol,"['Email Marketing', 'Google Analytics', 'Adobe Creative Suite']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Systems Analyst,Technology and Data,£32000,Bristol,"['Django', 'Data Visualisation', 'Version Control']",Evaluate and improve computer systems to enhance efficiency.
Legal Assistant,Administrative,£32000,Bristol,"['Office Management', 'Onboarding', 'Performance Appraisal Systems']",Provide administrative support to legal teams and assist with legal research and document preparation
Content Writer,Marketing and Creative,£29000,Sheffield,"['Graphic Design', 'Content Creation', 'Analytics']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Risk Analyst,Finance and Business,£22000,Sheffield,"['Financial Reporting', 'Quantitative Analysis', 'Bookkeeping']",You must be able to identify and assess potential risks to the organisation.
Recruitment Consultant,Administrative,£22000,Sheffield,"['Recruitment', 'Payroll Management', 'Training and Development']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Logistics Coordinator,Administrative,£33000,Newcastle,"['Client Management', 'Conflict Resolution', 'Talent Acquisition']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Logistics Coordinator,Administrative,£26000,Sheffield,"['Client Management', 'Communication', 'Compliance Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Civil Engineer,Engineering and Science,£22000,Birmingham,"['Technical Writing', 'Statistical Analysis', 'Problem Solving']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Human Resources Assistant,Administrative,£33000,Manchester,"['Payroll Management', 'Office Management', 'Employee Relations']","Support HR functions including recruitment, employee relations, and record-keeping."
Teacher,Administrative,£22000,Birmingham,"['Communication', 'Client Management', 'HR Information Systems']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Nurse,Administrative,£26000,Sheffield,"['Leadership', 'HR Information Systems', 'Talent Acquisition']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Biomedical Scientist,Engineering and Science,£32000,Newcastle,"['Simulation Software', 'Product Development', 'Problem Solving']",Conduct research and analyse biological samples to support medical and clinical studies.
Human Resources Assistant,Administrative,£26000,Liverpool,"['HR Information Systems', 'Onboarding', 'Conflict Resolution']","Support HR functions including recruitment, employee relations, and record-keeping."
Customer Service Manager,Administrative,£26000,Cambridge,"['Onboarding', 'Employee Relations', 'Leadership']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Public Relations Officer,Marketing and Creative,£28000,Leeds,"['Graphic Design', 'Market Research', 'Email Marketing']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Corporate Finance Analyst,Finance and Business,£29000,Birmingham,"['Reporting', 'Regulatory Compliance', 'Financial Forecasting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Graphic Designer,Marketing and Creative,£22000,Cambridge,"['Content Management Systems', 'Analytics', 'Campaign Management']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Corporate Finance Analyst,Finance and Business,£31000,Cambridge,"['Bookkeeping', 'Financial Analysis', 'Financial Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Legal Assistant,Administrative,£30000,Sheffield,"['Communication', 'Onboarding', 'Office Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Investment Banking Analyst,Finance and Business,£24000,Manchester,"['Excel', 'Reporting', 'Financial Analysis']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Health and Safety Advisor,Engineering and Science,£33000,Birmingham,"['Statistical Analysis', 'Simulation Software', 'Research Methodology']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Technical Support Engineer,Technology and Data,£32000,Newcastle,"['Machine Learning', 'Django', 'Problem Solving']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Electrical Engineer,Engineering and Science,£24000,Newcastle,"['Problem Solving', 'Product Development', 'Research Methodology']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Research Scientist,Engineering and Science,£31000,London,"['Prototyping', 'Statistical Analysis', 'Research Methodology']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Sales Executive,Marketing and Creative,£35000,Manchester,"['Campaign Management', 'Analytics', 'Graphic Design']",Must be able to develop and execute sales strategies to meet business objectives.
Systems Analyst,Technology and Data,£30000,Cambridge,"['Django', 'Machine Learning', 'Docker']",Evaluate and improve computer systems to enhance efficiency.
Technical Support Engineer,Technology and Data,£21000,Nottingham,"['JavaScript', 'Data Visualisation', 'SQL']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Product Designer,Marketing and Creative,£24000,London,"['PPC Advertising', 'Google Analytics', 'Content Creation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Business Development Executive,Finance and Business,£27000,Manchester,"['Analytical Skills', 'Financial Analysis', 'Regulatory Compliance']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Investment Banking Analyst,Finance and Business,£33000,Manchester,"['Quantitative Analysis', 'Reporting', 'Risk Assessment']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Engineering Graduate,Engineering and Science,£28000,Leeds,"['Technical Writing', 'Lab Techniques', 'Problem Solving']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Business Analyst,Finance and Business,£27000,Newcastle,"['Financial Analysis', 'Analytical Skills', 'Reporting']",Identify business needs and develop solutions to enhance processes and operations.
Business Development Executive,Finance and Business,£26000,Manchester,"['Analytical Skills', 'Project Management', 'Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Mechanical Engineer,Engineering and Science,£27000,Sheffield,"['Data Analysis', 'Product Development', 'Research Methodology']","Design machinery and equipment, and troubleshoot engineering issues."
Health and Safety Advisor,Engineering and Science,£21000,Birmingham,"['Finite Element Analysis', 'Prototyping', 'Simulation Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Systems Analyst,Technology and Data,£24000,Leeds,"['Python Programming', 'JavaScript', 'APIs']",Evaluate and improve computer systems to enhance efficiency.
Risk Analyst,Finance and Business,£31000,Sheffield,"['Business Strategy', 'Financial Forecasting', 'Financial Analysis']",You must be able to identify and assess potential risks to the organisation.
Engineering Graduate,Engineering and Science,£22000,Birmingham,"['Engineering Design', 'Lab Techniques', 'Regulatory Compliance']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Operations Manager,Finance and Business,£31000,Liverpool,"['Financial Reporting', 'Financial Forecasting', 'Financial Modeling']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Engineering Graduate,Engineering and Science,£35000,Manchester,"['CAD Software', 'Problem Solving', 'Project Management Software']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Event Coordinator,Marketing and Creative,£33000,Newcastle,"['Social Media Marketing', 'Adobe Creative Suite', 'User Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Supply Chain Analyst,Finance and Business,£32000,London,"['Financial Analysis', 'Financial Forecasting', 'Regulatory Compliance']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Human Resources Assistant,Administrative,£29000,Cambridge,"['Communication', 'Employee Relations', 'Office Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Customer Service Manager,Administrative,£26000,London,"['Compliance Management', 'Training and Development', 'Payroll Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Systems Analyst,Technology and Data,£25000,Cambridge,"['SQL', 'Cloud Computing', 'Machine Learning']",Evaluate and improve computer systems to enhance efficiency.
Logistics Coordinator,Administrative,£28000,Cambridge,"['Performance Appraisal Systems', 'Compliance Management', 'Communication']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Health and Safety Advisor,Engineering and Science,£22000,Nottingham,"['Statistical Analysis', 'Data Analysis', 'Research Methodology']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Business Analyst,Finance and Business,£26000,Liverpool,"['Risk Assessment', 'Financial Reporting', 'Bookkeeping']",Identify business needs and develop solutions to enhance processes and operations.
Public Relations Officer,Marketing and Creative,£29000,Bristol,"['Content Creation', 'Content Management Systems', 'PPC Advertising']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Technical Support Engineer,Technology and Data,£32000,Birmingham,"['SQL', 'Data Analysis', 'Python Programming']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Business Development Executive,Finance and Business,£32000,Leeds,"['Bookkeeping', 'Risk Assessment', 'Financial Modeling']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Insurance Underwriter,Administrative,£29000,Leeds,"['Compliance Management', 'Leadership', 'Talent Acquisition']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Legal Assistant,Administrative,£27000,Sheffield,"['Performance Appraisal Systems', 'Talent Acquisition', 'Employee Relations']",Provide administrative support to legal teams and assist with legal research and document preparation
Biomedical Scientist,Engineering and Science,£32000,Nottingham,"['Engineering Design', 'Data Analysis', 'Project Management Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Business Analyst,Finance and Business,£20000,Bristol,"['Business Strategy', 'Financial Modeling', 'Market Research']",Identify business needs and develop solutions to enhance processes and operations.
Data Scientist,Technology and Data,£30000,London,"['ETL', 'Data Visualisation', 'SQL']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Mechanical Engineer,Engineering and Science,£32000,Birmingham,"['Prototyping', 'Data Analysis', 'CAD Software']","Design machinery and equipment, and troubleshoot engineering issues."
Pharmaceutical Sales Representative,Engineering and Science,£29000,Liverpool,"['Lab Techniques', 'Regulatory Compliance', 'Engineering Design']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Electrical Engineer,Engineering and Science,£27000,Birmingham,"['CAD Software', 'Research Methodology', 'Data Analysis']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Insurance Underwriter,Administrative,£28000,Birmingham,"['Conflict Resolution', 'Leadership', 'Client Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Software Developer,Technology and Data,£24000,Bristol,"['Data Warehousing', 'ETL', 'Big Data Technologies']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Electrical Engineer,Engineering and Science,£23000,Birmingham,"['Lab Techniques', 'Technical Writing', 'Regulatory Compliance']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Data Analyst,Technology and Data,£23000,Newcastle,"['Data Analysis', 'ETL', 'Django']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Corporate Finance Analyst,Finance and Business,£32000,Liverpool,"['Risk Assessment', 'Excel', 'Financial Forecasting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Systems Analyst,Technology and Data,£21000,Leeds,"['Python Programming', 'Data Visualisation', 'Problem Solving']",Evaluate and improve computer systems to enhance efficiency.
Human Resources Assistant,Administrative,£21000,Newcastle,"['Recruitment', 'Compliance Management', 'Payroll Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Corporate Finance Analyst,Finance and Business,£22000,Manchester,"['Regulatory Compliance', 'Bookkeeping', 'Financial Forecasting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Operations Manager,Finance and Business,£32000,Birmingham,"['Budgeting', 'Excel', 'Financial Forecasting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Mechanical Engineer,Engineering and Science,£30000,Nottingham,"['Problem Solving', 'Technical Writing', 'Project Management Software']","Design machinery and equipment, and troubleshoot engineering issues."
Nurse,Administrative,£22000,Newcastle,"['Onboarding', 'Client Management', 'Conflict Resolution']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Recruitment Consultant,Administrative,£28000,Liverpool,"['Conflict Resolution', 'Talent Acquisition', 'Onboarding']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Customer Service Manager,Administrative,£30000,Birmingham,"['Client Management', 'Recruitment', 'Conflict Resolution']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Recruitment Consultant,Administrative,£28000,Bristol,"['Conflict Resolution', 'Talent Acquisition', 'Employee Relations']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
