JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Electrical Engineer,Engineering and Science,£30000,Leeds,"['Simulation Software', 'Finite Element Analysis', 'Data Analysis']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Software Developer,Technology and Data,£34000,Sheffield,"['Data Analysis', 'Version Control', 'Django']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
IT Support Specialist,Technology and Data,£26000,Birmingham,"['Django', 'Version Control', 'Data Visualisation']",You will have to provide technical support and troubleshooting for hardware and software issues.
Marketing Executive,Marketing and Creative,£26000,Birmingham,"['Content Management Systems', 'User Research', 'Graphic Design']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Civil Engineer,Engineering and Science,£30000,Nottingham,"['Engineering Design', 'Data Analysis', 'Prototyping']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Web Developer,Technology and Data,£27000,Sheffield,"['ETL', 'Big Data Technologies', 'APIs']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Data Analyst,Technology and Data,£32000,Bristol,"['JavaScript', 'Python Programming', 'Docker']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Teacher,Administrative,£33000,Manchester,"['Compliance Management', 'HR Information Systems', 'Organisational Skills']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Supply Chain Analyst,Finance and Business,£27000,Bristol,"['Financial Modeling', 'Regulatory Compliance', 'Reporting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Audit Associate,Finance and Business,£34000,Cambridge,"['Financial Analysis', 'Analytical Skills', 'Budgeting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Mechanical Engineer,Engineering and Science,£24000,Bristol,"['Prototyping', 'Mechanical Design', 'Finite Element Analysis']","Design machinery and equipment, and troubleshoot engineering issues."
Pharmaceutical Sales Representative,Engineering and Science,£30000,Manchester,"['Lab Techniques', 'Data Analysis', 'Simulation Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Investment Banking Analyst,Finance and Business,£27000,Bristol,"['Reporting', 'Market Research', 'Financial Modeling']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Graphic Designer,Marketing and Creative,£28000,Cambridge,"['Google Analytics', 'Campaign Management', 'Analytics']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Nurse,Administrative,£25000,Cambridge,"['Onboarding', 'Conflict Resolution', 'Employee Relations']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Web Developer,Technology and Data,£23000,London,"['Big Data Technologies', 'SQL', 'Docker']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Research Scientist,Engineering and Science,£32000,Newcastle,"['Problem Solving', 'Project Management Software', 'Prototyping']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Insurance Underwriter,Administrative,£26000,Leeds,"['Compliance Management', 'Client Management', 'Training and Development']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Investment Banking Analyst,Finance and Business,£27000,Bristol,"['Financial Modeling', 'Financial Analysis', 'Risk Assessment']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Audit Associate,Finance and Business,£23000,Cambridge,"['Financial Reporting', 'Financial Forecasting', 'Business Strategy']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Business Analyst,Finance and Business,£30000,Liverpool,"['Project Management', 'Regulatory Compliance', 'Budgeting']",Identify business needs and develop solutions to enhance processes and operations.
Nurse,Administrative,£21000,Cambridge,"['Performance Appraisal Systems', 'Office Management', 'Talent Acquisition']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Data Analyst,Technology and Data,£24000,Birmingham,"['Big Data Technologies', 'SQL', 'Version Control']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Logistics Coordinator,Administrative,£23000,Newcastle,"['Performance Appraisal Systems', 'Office Management', 'Talent Acquisition']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Human Resources Assistant,Administrative,£21000,London,"['Employee Relations', 'Communication', 'Onboarding']","Support HR functions including recruitment, employee relations, and record-keeping."
Supply Chain Analyst,Finance and Business,£33000,London,"['Regulatory Compliance', 'Bookkeeping', 'Analytical Skills']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Graphic Designer,Marketing and Creative,£27000,Liverpool,"['Brand Strategy', 'Campaign Management', 'Content Creation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Mechanical Engineer,Engineering and Science,£28000,Bristol,"['CAD Software', 'Problem Solving', 'Technical Writing']","Design machinery and equipment, and troubleshoot engineering issues."
Sales Executive,Marketing and Creative,£28000,Newcastle,"['Analytics', 'Digital Marketing', 'Social Media Marketing']",Must be able to develop and execute sales strategies to meet business objectives.
Digital Marketing Specialist,Marketing and Creative,£32000,Liverpool,"['Market Research', 'Brand Strategy', 'Graphic Design']","Implement digital marketing strategies, including SEO, PPC, and social media."
Civil Engineer,Engineering and Science,£27000,Leeds,"['Simulation Software', 'Statistical Analysis', 'Prototyping']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Teacher,Administrative,£33000,Sheffield,"['Employee Relations', 'Compliance Management', 'Client Management']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
IT Support Specialist,Technology and Data,£34000,Birmingham,"['Data Visualisation', 'Big Data Technologies', 'Version Control']",You will have to provide technical support and troubleshooting for hardware and software issues.
Human Resources Assistant,Administrative,£32000,Leeds,"['Conflict Resolution', 'Talent Acquisition', 'Communication']","Support HR functions including recruitment, employee relations, and record-keeping."
Event Coordinator,Marketing and Creative,£25000,Bristol,"['Market Research', 'Analytics', 'Content Management Systems']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Data Scientist,Technology and Data,£27000,Manchester,"['JavaScript', 'Data Analysis', 'Django']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Content Writer,Marketing and Creative,£28000,Liverpool,"['Content Creation', 'Google Analytics', 'Market Research']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Data Scientist,Technology and Data,£32000,Birmingham,"['Problem Solving', 'Machine Learning', 'Docker']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
UI Designer,Technology and Data,£22000,Birmingham,"['Data Warehousing', 'Django', 'Problem Solving']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
UI Designer,Technology and Data,£29000,Bristol,"['APIs', 'Data Visualisation', 'Data Warehousing']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Graphic Designer,Marketing and Creative,£28000,Sheffield,"['Content Creation', 'PPC Advertising', 'Brand Strategy']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Nurse,Administrative,£20000,Liverpool,"['Office Management', 'Compliance Management', 'Training and Development']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
UI Designer,Technology and Data,£35000,Liverpool,"['Django', 'Data Visualisation', 'Docker']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Recruitment Consultant,Administrative,£29000,Bristol,"['Leadership', 'Payroll Management', 'Compliance Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Content Writer,Marketing and Creative,£31000,London,"['PPC Advertising', 'Analytics', 'Market Research']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Financial Analyst,Finance and Business,£27000,Newcastle,"['Quantitative Analysis', 'Business Strategy', 'Financial Analysis']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Public Relations Officer,Marketing and Creative,£32000,Cambridge,"['Content Management Systems', 'Social Media Marketing', 'Digital Marketing']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Engineering Graduate,Engineering and Science,£32000,Liverpool,"['Lab Techniques', 'Finite Element Analysis', 'Project Management Software']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Investment Banking Analyst,Finance and Business,£24000,Liverpool,"['Financial Modeling', 'Analytical Skills', 'Bookkeeping']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Product Designer,Marketing and Creative,£34000,Liverpool,"['Content Management Systems', 'PPC Advertising', 'Brand Strategy']","Design and develop new products, from concept to production. You will work on product specifications and testing."
IT Support Specialist,Technology and Data,£31000,Manchester,"['Big Data Technologies', 'ETL', 'Version Control']",You will have to provide technical support and troubleshooting for hardware and software issues.
Financial Analyst,Finance and Business,£24000,Newcastle,"['Budgeting', 'Financial Forecasting', 'Financial Modeling']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
IT Support Specialist,Technology and Data,£24000,Birmingham,"['Cloud Computing', 'SQL', 'Docker']",You will have to provide technical support and troubleshooting for hardware and software issues.
Public Relations Officer,Marketing and Creative,£30000,Birmingham,"['Email Marketing', 'Google Analytics', 'Digital Marketing']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Risk Analyst,Finance and Business,£27000,Newcastle,"['Financial Reporting', 'Quantitative Analysis', 'Financial Modeling']",You must be able to identify and assess potential risks to the organisation.
Audit Associate,Finance and Business,£34000,Newcastle,"['Analytical Skills', 'Reporting', 'Regulatory Compliance']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Public Relations Officer,Marketing and Creative,£30000,London,"['Graphic Design', 'Market Research', 'Content Creation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Systems Analyst,Technology and Data,£23000,Nottingham,"['Docker', 'Data Warehousing', 'APIs']",Evaluate and improve computer systems to enhance efficiency.
Data Scientist,Technology and Data,£23000,Nottingham,"['Machine Learning', 'Data Analysis', 'Django']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Risk Analyst,Finance and Business,£35000,Leeds,"['Financial Forecasting', 'Financial Modeling', 'Regulatory Compliance']",You must be able to identify and assess potential risks to the organisation.
Digital Marketing Specialist,Marketing and Creative,£31000,Manchester,"['Google Analytics', 'Content Creation', 'Campaign Management']","Implement digital marketing strategies, including SEO, PPC, and social media."
Civil Engineer,Engineering and Science,£32000,Manchester,"['Regulatory Compliance', 'Data Analysis', 'Engineering Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Financial Analyst,Finance and Business,£34000,Cambridge,"['Quantitative Analysis', 'Budgeting', 'Reporting']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Graphic Designer,Marketing and Creative,£26000,London,"['Analytics', 'Graphic Design', 'User Research']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Audit Associate,Finance and Business,£33000,Cambridge,"['Financial Reporting', 'Excel', 'Financial Analysis']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Research Scientist,Engineering and Science,£32000,Liverpool,"['Mechanical Design', 'Statistical Analysis', 'Technical Writing']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Risk Analyst,Finance and Business,£25000,Sheffield,"['Bookkeeping', 'Budgeting', 'Financial Analysis']",You must be able to identify and assess potential risks to the organisation.
Investment Banking Analyst,Finance and Business,£20000,Leeds,"['Budgeting', 'Excel', 'Financial Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Logistics Coordinator,Administrative,£33000,Newcastle,"['HR Information Systems', 'Organisational Skills', 'Payroll Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Biomedical Scientist,Engineering and Science,£30000,Bristol,"['Research Methodology', 'Data Analysis', 'Mechanical Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Product Designer,Marketing and Creative,£26000,Leeds,"['Campaign Management', 'Social Media Marketing', 'Content Management Systems']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Teacher,Administrative,£28000,Leeds,"['Office Management', 'HR Information Systems', 'Conflict Resolution']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Sales Executive,Marketing and Creative,£34000,Sheffield,"['Analytics', 'Content Creation', 'Content Management Systems']",Must be able to develop and execute sales strategies to meet business objectives.
Management Consultant,Administrative,£25000,Sheffield,"['Office Management', 'Onboarding', 'Payroll Management']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Research Scientist,Engineering and Science,£26000,Nottingham,"['Mechanical Design', 'Problem Solving', 'Finite Element Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Business Development Executive,Finance and Business,£34000,Liverpool,"['Bookkeeping', 'Market Research', 'Financial Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Public Relations Officer,Marketing and Creative,£30000,Newcastle,"['Content Management Systems', 'User Research', 'Market Research']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Business Development Executive,Finance and Business,£20000,Birmingham,"['Business Strategy', 'Project Management', 'Financial Modeling']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Insurance Underwriter,Administrative,£32000,Manchester,"['Employee Relations', 'Office Management', 'HR Information Systems']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Business Analyst,Finance and Business,£33000,Nottingham,"['Market Research', 'Financial Analysis', 'Bookkeeping']",Identify business needs and develop solutions to enhance processes and operations.
Web Developer,Technology and Data,£30000,Liverpool,"['Python Programming', 'ETL', 'Docker']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Electrical Engineer,Engineering and Science,£31000,Cambridge,"['Technical Writing', 'Research Methodology', 'Problem Solving']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Audit Associate,Finance and Business,£26000,Bristol,"['Market Research', 'Analytical Skills', 'Financial Forecasting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Customer Service Manager,Administrative,£27000,London,"['Compliance Management', 'Employee Relations', 'Training and Development']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Management Consultant,Administrative,£25000,Birmingham,"['Compliance Management', 'Onboarding', 'Payroll Management']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Web Developer,Technology and Data,£28000,Liverpool,"['Data Analysis', 'Machine Learning', 'Version Control']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Sales Executive,Marketing and Creative,£30000,Birmingham,"['Adobe Creative Suite', 'Graphic Design', 'Brand Strategy']",Must be able to develop and execute sales strategies to meet business objectives.
Systems Analyst,Technology and Data,£32000,Newcastle,"['Cloud Computing', 'Version Control', 'Machine Learning']",Evaluate and improve computer systems to enhance efficiency.
Data Analyst,Technology and Data,£23000,Liverpool,"['Docker', 'Data Warehousing', 'Data Analysis']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Legal Assistant,Administrative,£21000,Manchester,"['HR Information Systems', 'Compliance Management', 'Performance Appraisal Systems']",Provide administrative support to legal teams and assist with legal research and document preparation
Business Analyst,Finance and Business,£26000,Liverpool,"['Risk Assessment', 'Financial Reporting', 'Financial Analysis']",Identify business needs and develop solutions to enhance processes and operations.
Teacher,Administrative,£34000,Cambridge,"['Training and Development', 'Client Management', 'Recruitment']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Quantity Surveyor,Engineering and Science,£28000,Leeds,"['Engineering Design', 'CAD Software', 'Statistical Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Audit Associate,Finance and Business,£27000,Leeds,"['Business Strategy', 'Market Research', 'Budgeting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Digital Marketing Specialist,Marketing and Creative,£32000,Liverpool,"['PPC Advertising', 'Content Creation', 'User Research']","Implement digital marketing strategies, including SEO, PPC, and social media."
IT Support Specialist,Technology and Data,£29000,Cambridge,"['Data Visualisation', 'Data Warehousing', 'Problem Solving']",You will have to provide technical support and troubleshooting for hardware and software issues.
Product Designer,Marketing and Creative,£22000,Bristol,"['Graphic Design', 'Digital Marketing', 'Content Creation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Business Analyst,Finance and Business,£20000,Cambridge,"['Budgeting', 'Bookkeeping', 'Project Management']",Identify business needs and develop solutions to enhance processes and operations.
Software Developer,Technology and Data,£28000,Newcastle,"['Data Visualisation', 'APIs', 'Data Warehousing']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Marketing Executive,Marketing and Creative,£31000,Nottingham,"['Digital Marketing', 'Adobe Creative Suite', 'Campaign Management']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Marketing Executive,Marketing and Creative,£25000,Bristol,"['Market Research', 'SEO Optimisation', 'Campaign Management']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Management Consultant,Administrative,£25000,Sheffield,"['Leadership', 'Compliance Management', 'Employee Relations']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Corporate Finance Analyst,Finance and Business,£27000,Nottingham,"['Quantitative Analysis', 'Business Strategy', 'Excel']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Software Developer,Technology and Data,£29000,Bristol,"['Data Warehousing', 'Data Analysis', 'Problem Solving']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Insurance Underwriter,Administrative,£28000,Sheffield,"['Client Management', 'HR Information Systems', 'Conflict Resolution']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Operations Manager,Finance and Business,£22000,Sheffield,"['Excel', 'Financial Reporting', 'Budgeting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
IT Support Specialist,Technology and Data,£25000,Liverpool,"['Data Analysis', 'Machine Learning', 'Version Control']",You will have to provide technical support and troubleshooting for hardware and software issues.
Social Media Manager,Marketing and Creative,£21000,Birmingham,"['Graphic Design', 'Content Management Systems', 'Google Analytics']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Management Consultant,Administrative,£30000,Liverpool,"['Client Management', 'Onboarding', 'Office Management']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Digital Marketing Specialist,Marketing and Creative,£28000,Liverpool,"['Social Media Marketing', 'Content Creation', 'Email Marketing']","Implement digital marketing strategies, including SEO, PPC, and social media."
Civil Engineer,Engineering and Science,£34000,Leeds,"['CAD Software', 'Technical Writing', 'Regulatory Compliance']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Data Analyst,Technology and Data,£25000,Birmingham,"['Cloud Computing', 'Data Analysis', 'Docker']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Social Media Manager,Marketing and Creative,£33000,Bristol,"['Google Analytics', 'Analytics', 'Graphic Design']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Electrical Engineer,Engineering and Science,£23000,Manchester,"['Mechanical Design', 'Technical Writing', 'Finite Element Analysis']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Operations Manager,Finance and Business,£32000,Liverpool,"['Financial Analysis', 'Excel', 'Financial Forecasting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Electrical Engineer,Engineering and Science,£31000,Manchester,"['CAD Software', 'Data Analysis', 'Regulatory Compliance']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Biomedical Scientist,Engineering and Science,£35000,Sheffield,"['Regulatory Compliance', 'Technical Writing', 'Problem Solving']",Conduct research and analyse biological samples to support medical and clinical studies.
Systems Analyst,Technology and Data,£31000,Nottingham,"['JavaScript', 'ETL', 'Data Warehousing']",Evaluate and improve computer systems to enhance efficiency.
Corporate Finance Analyst,Finance and Business,£23000,Birmingham,"['Financial Forecasting', 'Reporting', 'Financial Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Logistics Coordinator,Administrative,£25000,Birmingham,"['Office Management', 'HR Information Systems', 'Organisational Skills']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Engineering Graduate,Engineering and Science,£22000,Liverpool,"['Product Development', 'Technical Writing', 'Simulation Software']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Mechanical Engineer,Engineering and Science,£29000,Sheffield,"['Engineering Design', 'Simulation Software', 'Problem Solving']","Design machinery and equipment, and troubleshoot engineering issues."
Web Developer,Technology and Data,£28000,Leeds,"['APIs', 'Django', 'Python Programming']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Investment Banking Analyst,Finance and Business,£28000,Sheffield,"['Market Research', 'Financial Modeling', 'Budgeting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Biomedical Scientist,Engineering and Science,£23000,Leeds,"['CAD Software', 'Technical Writing', 'Project Management Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Electrical Engineer,Engineering and Science,£33000,Leeds,"['Research Methodology', 'Engineering Design', 'Lab Techniques']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Logistics Coordinator,Administrative,£33000,London,"['Communication', 'Leadership', 'Talent Acquisition']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Graphic Designer,Marketing and Creative,£34000,Manchester,"['PPC Advertising', 'Google Analytics', 'SEO Optimisation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
UI Designer,Technology and Data,£23000,Newcastle,"['Cloud Computing', 'Data Analysis', 'SQL']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Supply Chain Analyst,Finance and Business,£28000,Newcastle,"['Quantitative Analysis', 'Financial Reporting', 'Project Management']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Quantity Surveyor,Engineering and Science,£20000,Bristol,"['Problem Solving', 'Data Analysis', 'Engineering Design']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Financial Analyst,Finance and Business,£28000,Manchester,"['Market Research', 'Financial Modeling', 'Bookkeeping']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Quantity Surveyor,Engineering and Science,£30000,Liverpool,"['Regulatory Compliance', 'Lab Techniques', 'Problem Solving']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Investment Banking Analyst,Finance and Business,£32000,Birmingham,"['Project Management', 'Reporting', 'Budgeting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Corporate Finance Analyst,Finance and Business,£29000,Birmingham,"['Quantitative Analysis', 'Market Research', 'Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Logistics Coordinator,Administrative,£30000,London,"['Compliance Management', 'Employee Relations', 'Onboarding']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Engineering Graduate,Engineering and Science,£24000,Leeds,"['Statistical Analysis', 'Technical Writing', 'Prototyping']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Human Resources Assistant,Administrative,£25000,London,"['Payroll Management', 'Organisational Skills', 'Leadership']","Support HR functions including recruitment, employee relations, and record-keeping."
Event Coordinator,Marketing and Creative,£22000,Newcastle,"['Social Media Marketing', 'Graphic Design', 'Market Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Sales Executive,Marketing and Creative,£31000,Cambridge,"['Brand Strategy', 'SEO Optimisation', 'Campaign Management']",Must be able to develop and execute sales strategies to meet business objectives.
Legal Assistant,Administrative,£31000,Bristol,"['Office Management', 'Leadership', 'Organisational Skills']",Provide administrative support to legal teams and assist with legal research and document preparation
Engineering Graduate,Engineering and Science,£30000,Leeds,"['Prototyping', 'Research Methodology', 'Technical Writing']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Sales Executive,Marketing and Creative,£29000,Newcastle,"['User Research', 'Brand Strategy', 'Graphic Design']",Must be able to develop and execute sales strategies to meet business objectives.
Recruitment Consultant,Administrative,£23000,Manchester,"['Client Management', 'Onboarding', 'Organisational Skills']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Health and Safety Advisor,Engineering and Science,£31000,Newcastle,"['Technical Writing', 'Statistical Analysis', 'Product Development']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Electrical Engineer,Engineering and Science,£33000,Bristol,"['Engineering Design', 'Research Methodology', 'CAD Software']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Business Analyst,Finance and Business,£26000,Cambridge,"['Financial Reporting', 'Analytical Skills', 'Market Research']",Identify business needs and develop solutions to enhance processes and operations.
Risk Analyst,Finance and Business,£26000,Cambridge,"['Financial Modeling', 'Risk Assessment', 'Analytical Skills']",You must be able to identify and assess potential risks to the organisation.
Investment Banking Analyst,Finance and Business,£21000,Sheffield,"['Project Management', 'Regulatory Compliance', 'Business Strategy']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Systems Analyst,Technology and Data,£25000,Birmingham,"['Data Visualisation', 'Django', 'ETL']",Evaluate and improve computer systems to enhance efficiency.
Management Consultant,Administrative,£35000,Cambridge,"['Communication', 'Talent Acquisition', 'Employee Relations']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Business Analyst,Finance and Business,£34000,London,"['Financial Reporting', 'Budgeting', 'Business Strategy']",Identify business needs and develop solutions to enhance processes and operations.
Nurse,Administrative,£27000,Newcastle,"['HR Information Systems', 'Payroll Management', 'Organisational Skills']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Sales Executive,Marketing and Creative,£22000,Newcastle,"['Analytics', 'Digital Marketing', 'User Research']",Must be able to develop and execute sales strategies to meet business objectives.
Marketing Executive,Marketing and Creative,£22000,Nottingham,"['User Research', 'Content Management Systems', 'Digital Marketing']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Pharmaceutical Sales Representative,Engineering and Science,£25000,Sheffield,"['Data Analysis', 'Technical Writing', 'Statistical Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Content Writer,Marketing and Creative,£26000,Cambridge,"['Adobe Creative Suite', 'Google Analytics', 'User Research']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Product Designer,Marketing and Creative,£34000,London,"['Brand Strategy', 'Market Research', 'Content Creation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Nurse,Administrative,£25000,Leeds,"['Organisational Skills', 'Talent Acquisition', 'Compliance Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Supply Chain Analyst,Finance and Business,£34000,Newcastle,"['Risk Assessment', 'Reporting', 'Excel']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
